issuer_identifier;issuer_name;Sector
90352065;Thomas Cook Group plc;Consumer Goods & Retail
90352075;Hoang Anh Gia Lai JSC;Consumer Goods & Retail
90362265;Telenet Finance III Luxembourg S.C.A.;Financial Services
90362272;Ferrovial, S.A.;Industrial & Manufacturing
90362470;Cimento Tupi SA;Industrial & Manufacturing
90369381;DP World Limited;Transportation & Logistics
90372871;Majid Al Futtaim Holding LLC;Consumer Goods & Retail
90373585;Kemble Water Finance Limited;Utilities
90374062;Sunac China Holdings Limited;Consumer Goods & Retail
90374471;Mercedes-Benz Finance North America LLC;Financial Services
90374681;Agroton Public Limited;Consumer Goods & Retail
90381062;Hyva Holding B.V.;Industrial & Manufacturing
90386067;Darling Ingredients, Inc.;Consumer Goods & Retail
90392269;Hyva Global B.V.;Technology & Software
90392474;Tele Columbus AG;Unassigned
90393871;Caesars Linq, LLC & Caesars Octavius, LLC;Unassigned
90402146;Verisk Analytics, Inc.;Technology & Software
90403680;China Jinmao Holdings Group Limited;Energy & Resources
90406063;PhosAgro PJSC;Energy & Resources
90406266;Greensands UK Ltd;Energy & Resources
90407271;Ideal Standard International SA;Industrial & Manufacturing
90408066;Colonial Pipeline Company;Energy & Resources
90409272;Fufeng Group Limited;Consumer Goods & Retail
90416674;Thames Water (Kemble) Finance Plc;Utilities
90419863;IFM (US) Colonial Pipeline 2 LLC;Financial Services
90419880;Insurance Services Office, Inc.;Financial Services
90427072;ENN Energy Holdings Limited;Energy & Resources
90430467;CNPC (HK) Overseas Capital Ltd;Financial Services
90430470;CNPC Finance (HK) Limited;Financial Services
90430473;China National Petroleum Corporation;Energy & Resources
90432867;Twin Star Holdings Limited;Financial Services
90435269;Automotores Gildemeister S.p.A.;Industrial & Manufacturing
90445664;Western Midstream Operating, LP;Energy & Resources
90448263;Southern Water (Greensands) Financing plc;Utilities
90449273;Votorantim Cimentos S.A. (VCSA);Industrial & Manufacturing
90449467;Companhia Brasileira de Aluminio;Industrial & Manufacturing
90451478;Aramark;Consumer Goods & Retail
90455678;BRF S.A.;Consumer Goods & Retail
90460088;Isolux Corsan SA;Industrial & Manufacturing
90462279;China Shanshui Cement Group Limited;Industrial & Manufacturing
90468287;Unit Corporation;Energy & Resources
90471278;QEP Resources, Inc.;Energy & Resources
90472678;MIE Holdings Corporation;Energy & Resources
90473284;Burger King Capital Finance, Inc.;Financial Services
90473287;Burger King Capital Holdings, LLC;Financial Services
90473905;Sidetur Finance B.V.;Financial Services
90474079;VEON Ltd.;Telecommunications & Media
90477284;Marfrig Holdings (Europe) B.V.;Consumer Goods & Retail
90479510;RPI Finance Trust;Financial Services
90479513;RP Select Finance Trust;Financial Services
90481081;PT Pertamina (Persero);Energy & Resources
90482284;Jaguar Land Rover Automotive plc;Consumer Goods & Retail
90483895;Sifco S.A.;Industrial & Manufacturing
90484683;China Lesso Group Holdings Limited;Industrial & Manufacturing
90484690;China Resources Land Ltd;Industrial & Manufacturing
90485678;LyondellBasell Industries N.V.;Industrial & Manufacturing
90489488;Anheuser-Busch InBev SA/NV;Consumer Goods & Retail
90495899;AmBev International Finance Co. Ltd.;Financial Services
90496701;Cheniere Energy, Inc.;Energy & Resources
90497892;PagesJaunes Finance & Co. S.C.A.;Financial Services
90498678;American Transmission Systems, Inc.;Energy & Resources
90503878;OGX Petroleo E Gas Participacoes S.A.;Energy & Resources
90510303;JBS USA Holding Lux S.a.r.l.;Consumer Goods & Retail
90513148;J.C. Penney Corporation, Inc.;Consumer Goods & Retail
90513289;JBS Finance II, LTD;Financial Services
90515282;Gala Group Finance plc;Financial Services
90517884;Tam Capital Inc.;Financial Services
90517887;Tam Capital Inc. 2;Financial Services
90517890;Tam Capital Inc. 3;Financial Services
90522081;China Hongqiao Group Limited;Industrial & Manufacturing
90526086;Intercorp Peru Ltd.;Financial Services
90526294;QatarEnergy;Energy & Resources
90530881;Lenovo Group Limited;Technology & Software
90531681;Grainger plc;Industrial & Manufacturing
90536481;Gulf South Pipeline Company, LLC;Energy & Resources
90537502;Digicel International Finance Limited;Financial Services
90538290;Kinross Gold Corporation;Energy & Resources
90540091;Calpine Construction Finance Company, L.P.;Financial Services
90542086;MAF Global Securities Limited;Financial Services
90542281;Telenet Finance IV Luxembourg S.C.A;Financial Services
90542293;MEG Energy Corp.;Energy & Resources
90542532;Arch Western Finance Llc;Financial Services
90545882;Spectra Energy Partners, LP;Energy & Resources
90547283;Corporacion Lindley SA;Consumer Goods & Retail
90547884;Universal City Development Partners, Ltd.;Real Estate & Property
90550283;Molibdenos y Metales S.A. (Molymet);Industrial & Manufacturing
90556687;Mercedes-Benz Australia/Pacific Pty. Ltd.;Consumer Goods & Retail
90556690;Mercedes-Benz Japan Co.Ltd.;Consumer Goods & Retail
90560284;Avianca Holdings S.A.;Transportation & Logistics
90564888;Petrohawk Energy Corp.;Energy & Resources
90568281;Puget Energy Inc.;Energy & Resources
90578886;Intime Retail (Group) Company Limited;Consumer Goods & Retail
90585087;Arcos Dorados Holdings Inc.;Consumer Goods & Retail
90586093;Holding Kazexportastyk JSC;Financial Services
90587693;Periama Holdings, LLC;Financial Services
90588089;Xylem, Inc.;Industrial & Manufacturing
90588092;Exelis, Inc.;Technology & Software
90594301;Anheuser Busch InBev Worldwide Inc;Consumer Goods & Retail
90594304;Brandbrew S.A.;Consumer Goods & Retail
90597682;Vale Canada Limited;Energy & Resources
90597685;Vale Overseas Limited;Energy & Resources
90598296;DP World Sukuk Limited;Financial Services
90601292;Intelsat Jackson Holdings S.A.;Telecommunications & Media
90605138;Rodopa Industria e Comercio de Alimentos Ltda.;Consumer Goods & Retail
90605492;Agrosuper S.A.;Consumer Goods & Retail
90612292;T-Mobile USA, Inc.;Telecommunications & Media
90614097;Miratorg Finance LLC;Financial Services
90616696;Compania Espanola de Petroleos, S.A.;Energy & Resources
90627695;Gol Finance Inc.;Financial Services
90636303;Braskem America Finance Company;Financial Services
90645296;GNC Holdings, Inc.;Consumer Goods & Retail
90650091;Kansas City Southern Railway Company;Transportation & Logistics
90653890;Grupo TACA Holdings Limited;Transportation & Logistics
90660492;Cemex Finance LLC;Financial Services
90660497;C5 Capital (SPV) Limited;Financial Services
90660500;C8 Capital (SPV) Limited;Financial Services
90660505;C10 Capital (SPV) Limited;Financial Services
90660508;C10-EUR Capital (SPV) Limited;Financial Services
90660511;Cemex Finance Europe B.V.;Financial Services
90668091;AirPower Technologies Limited;Technology & Software
90681251;Black Hills Gas LLC;Energy & Resources
90687105;Techem Energy Metering Service GmbH & Co.KG;Energy & Resources
90690693;Dynegy Power, LLC;Energy & Resources
90690696;Dynegy Midwest Generation, LLC;Energy & Resources
90695698;Mastellone Hermanos Sociedad Anonima;Consumer Goods & Retail
90711893;Repsol Oil & Gas Canada Inc.;Energy & Resources
90713695;Pampa Energia S.A.;Energy & Resources
90714091;Natura Cosmeticos S.A.;Consumer Goods & Retail
90717098;China Resources Gas Group Limited;Energy & Resources
90724293;PHOENIX Pharmahandel GmbH & Co. KG;Healthcare & Pharmaceuticals
90724891;Arendal, S. de R. L. de C. V.;Financial Services
90731693;Snap-on Incorporated;Industrial & Manufacturing
90733495;PT Perusahaan Listrik Negara (Persero);Transportation & Logistics
90736291;NXP B.V.;Technology & Software
90748294;General Shopping Investment Limited;Financial Services
90773695;Ruby Pipeline LLC;Energy & Resources
90773703;Continental FEATS Series 2000;Financial Services
90778092;Volcan Compania Minera S.A.A.;Energy & Resources
90784892;Interproperties Finance Trust;Financial Services
90786902;ABB Treasury Center (USA), Inc;Financial Services
90792094;Allison Transmission, Inc.;Industrial & Manufacturing
90795492;IDEMIA Group S.A.S.;Technology & Software
90797106;PAETEC Holding Corp.;Technology & Software
90798299;Techem GmbH;Technology & Software
90842910;First Quantum Minerals Ltd.;Energy & Resources
90844903;The Mosaic Company;Energy & Resources
90850102;PTT Global Chemical Public Company Limited;Energy & Resources
90852694;Zoomlion Heavy Industry Science and Technology Co. Ltd;Industrial & Manufacturing
90853929;CityCenter Holdings, LLC;Real Estate & Property
90853934;MGM Grand Paradise, S.A.;Real Estate & Property
90858504;Raizen Fuels Finance S.A.;Financial Services
90860293;Raizen Energy Finance Limited;Financial Services
90863693;Web.com Group, Inc.;Technology & Software
90864091;Quad/Graphics, Inc.;Industrial & Manufacturing
90879100;Spectrum Brands Holdings, Inc.;Consumer Goods & Retail
90884491;CNPC Golden Autumn Limited;Energy & Resources
90886092;Cheniere Energy Partners, L.P.;Energy & Resources
90887692;Lifestyle International Holdings Limited;Consumer Goods & Retail
90888491;Nan Fung International Holdings Limited;Real Estate & Property
90892091;Hanson Limited;Industrial & Manufacturing
90892096;Hanson Australia Funding Ltd;Financial Services
90900097;Intercorp Retail Trust (IRP);Real Estate & Property
90907091;OOO Gazprom Capital;Telecommunications & Media
90911491;BEYON B.S.C.;Financial Services
90912091;OJSC Saint-Petersburg Telecom;Telecommunications & Media
90921297;China Baowu Steel Group Corporation Limited;Industrial & Manufacturing
90928291;Vallourec SA;Energy & Resources
90932511;Saint-Gobain Nederland B.V.;Industrial & Manufacturing
90937093;Urenco Finance NV;Financial Services
90957292;MAF Sukuk Ltd.;Financial Services
90983899;Viridian Group Fundco II Limited;Financial Services
90984099;ABB Capital B.V.;Industrial & Manufacturing
90986091;WPP Finance 2010;Financial Services
90994721;CNH Industrial N.V.;Industrial & Manufacturing
90997895;Iberbond 2004 Plc;Financial Services
91011691;Energa S.A.;Energy & Resources
91011901;Marina Bay Sands Pte. Ltd.;Real Estate & Property
91011911;VML U.S. Finance, LLC;Financial Services
91012291;Las Vegas Sands Corp.;Real Estate & Property
91014491;FRANs 2003 PLC (Ireland);Financial Services
91019691;Light Energia S.A.;Energy & Resources
91044091;Suzano Trading Ltd.;Consumer Goods & Retail
91050691;Light Servicos de Eletricidade S.A.;Energy & Resources
91051291;The Central America Bottling Corporation;Consumer Goods & Retail
91094091;Reworld Holding Corporation;Telecommunications & Media
91100892;JBS USA Finance, Inc;Financial Services
91103100;Mohawk Industries, Inc.;Industrial & Manufacturing
91108294;Virgolino de Oliveira Finance S/A;Financial Services
91111897;SABMiller Holdings Inc.;Consumer Goods & Retail
91111904;OCP S.A.;Energy & Resources
91114493;Chester Downs Finance Corp.;Financial Services
91118094;CRH Finance BV;Financial Services
91118097;CRH Finance (U.K.) plc;Financial Services
91118100;CRH Finance DAC;Financial Services
91120294;ACCO Brands Corporation;Consumer Goods & Retail
91132093;Minerva Luxembourg S.A.;Financial Services
91137502;Energia Group ROI Holdings Designated Activity Company;Energy & Resources
91138098;MMI International Ltd.;Professional Services & Consulting
91141493;Molson Coors Beverage Company;Consumer Goods & Retail
91141895;State Grid International Development Limited;Energy & Resources
91152093;Schaeffler AG;Industrial & Manufacturing
91154297;Genting Singapore Limited;Consumer Goods & Retail
91159968;RusHydro Finance Limited;Financial Services
91175491;Yuexiu Transport Infrastructure Limited;Transportation & Logistics
91180091;Energia Group NI Holdings Limited;Energy & Resources
91182097;The ADT Security Corporation;Professional Services & Consulting
91182292;Clearwire Communications LLC;Telecommunications & Media
91191894;Ripley Corp. S.A.;Consumer Goods & Retail
91197497;Southwestern Energy Company;Energy & Resources
91209891;Molson Coors International LP;Consumer Goods & Retail
91209894;Coors Brewing Company;Consumer Goods & Retail
91212491;Hawaiian Holdings, Inc.;Transportation & Logistics
91242501;Amkor Technology, Inc.;Technology & Software
91249691;Hyatt Hotels Corporation;Consumer Goods & Retail
91262706;Tesco Corporate Treasury Services PLC;Financial Services
91263893;Corporacion Electrica Nacional S.A. (CORPOELEC);Energy & Resources
91265092;Yoplait S.A.S.;Consumer Goods & Retail
91273891;ITNL Offshore Pte. Ltd;Transportation & Logistics
91284293;PT Duta Anggada Realty Tbk;Real Estate & Property
91288091;Magnesita Finance Ltd.;Financial Services
91292891;Northrop Grumman Systems Corporation;Technology & Software
91292913;Infor Software Parent, Inc.;Technology & Software
91309894;Molson Coors Holdco, Inc.;Financial Services
91315302;Swire Properties Limited;Real Estate & Property
91321491;CNPC General Capital Limited;Financial Services
91324691;Yankuang Energy Group Company Limited;Energy & Resources
91333891;JSC Georgian Oil and Gas Corporation ;Energy & Resources
91341172;Weatherford International, LLC;Professional Services & Consulting
91341175;Weatherford International Ltd.;Professional Services & Consulting
91342898;Mead Products LLC;Consumer Goods & Retail
91342901;ACCO Brands Canada, Inc.;Consumer Goods & Retail
91357905;Cricket Communications, Inc.;Telecommunications & Media
91360892;Steel Dynamics, Inc.;Industrial & Manufacturing
91364293;Molson Coors European Finance Company;Financial Services
91379694;Constellation Oil Services Holding S.A.;Energy & Resources
91388691;Ajecorp B.V.;Financial Services
91398492;TotalEnergies Capital International SA;Energy & Resources
91403694;Korea National Oil Corporation;Energy & Resources
91404693;Sistema International Funding S.A.;Financial Services
91406091;US Airways 2012-1 Pass Through Trust;Financial Services
91418491;Lorillard Tobacco Company;Consumer Goods & Retail
91425495;China Hanking Holdings Ltd.;Financial Services
91443891;Yancoal International Resources Development Co., Limited;Energy & Resources
91455491;GE Capital Australia Funding Pty. Ltd;Financial Services
91455494;GE Capital European Funding;Financial Services
91455502;GE Capital UK Funding;Financial Services
91455505;GE Capital Canada Funding Company;Financial Services
91460298;Petrofac Limited;Energy & Resources
91471698;JAFZ SUKUK (2019) Limited;Financial Services
91473898;Elli Investments Ltd;Financial Services
91474096;NET4GAS, s.r.o.;Energy & Resources
91475094;Generacion Mediterranea S.A.;Energy & Resources
91488694;BFF International Ltd.;Financial Services
91488902;Sadia Overseas Ltd.;Consumer Goods & Retail
